product_id;product_name;brand_name;product_class_id;gross_weight;net_weight;recyclable_package;low_fat;units_per_case;cases_per_pallet;shelf_width;shelf_height;shelf_depth
286;Super Brown Sugar;Super;50;8.25;7.25;t;f;35;9;20.1;5.57;14.5
287;Super White Sugar;Super;50;11.7;10.6;t;t;21;5;18.3;14.9;17.8
288;Super French Roast Coffee;Super;90;18.9;16.8;f;f;33;8;4.62;21.2;12.4
289;Super Decaf Coffee;Super;90;7.96;5.96;f;f;16;10;9.75;20.5;20.8
290;Super Regular Coffee;Super;90;6.09;3.09;t;f;14;5;12.3;14.9;21.3
291;Super Vegetable Oil;Super;49;9.24;7.23;f;f;32;11;9.32;22.9;10.3
292;Super Corn Oil;Super;49;7.64;5.63;f;t;23;8;3.9;4.2;5.24
293;Super Tomato Sauce;Super;48;10.6;8.6;f;f;5;9;9.82;22.4;21.1
294;Super Canola Oil;Super;49;10.9;7.89;f;t;30;10;13.4;19.4;10.4
295;Super Grape Preserves;Super;33;9.4;8.39;t;t;21;13;16.2;6.24;12.8
296;Super Columbian Coffee;Super;90;11;8;t;f;36;7;5.45;19.9;21.7
297;Super Strawberry Jelly;Super;31;17.4;14.3;f;t;26;8;17.4;18.1;14.7
298;Super Pepper;Super;4;17.7;15.7;f;t;34;11;19.3;9.38;8.49
299;Super Low Fat Apple Butter;Super;33;16.6;14.6;f;f;27;12;15;14;3.22
300;Super Salt;Super;4;16.8;14.7;t;f;5;8;8.62;16.5;15
301;Super Apple Butter;Super;33;10.8;8.8;f;t;22;13;18.4;6.37;21.3
302;Super Oregano;Super;4;13.7;11.6;t;f;26;7;5.84;15.7;17.2
303;Super Apple Jelly;Super;31;13.6;11.6;t;t;32;8;5.96;13.7;11.7
304;Super Grape Jam;Super;32;10.1;8.1;t;f;24;10;22.1;20.4;14.6
305;Super Apple Jam;Super;32;6.72;5.71;f;t;4;10;7.47;17.2;20.1
306;Super Strawberry Jam;Super;32;16.5;14.5;f;t;29;13;21;9.34;3.8
307;Super Creamy Peanut Butter;Super;53;18.2;15.2;f;t;9;10;9.67;16.3;7.67
308;Super Strawberry Preserves;Super;33;8.82;7.81;f;t;24;10;15.3;6.02;7.47
309;Super Extra Chunky Peanut Butter;Super;53;18.7;17.7;t;t;6;13;5.92;11.4;13.7
310;Super Apple Preserves;Super;33;10.8;8.8;t;t;29;11;16.4;22.2;13.1
311;Super Grape Jelly;Super;31;9.67;8.67;f;f;5;9;13.2;20.2;17.8
312;Excellent Berry Juice;Excellent;30;12.6;10.6;t;f;2;12;12.4;8.55;3.71
313;Excellent Mango Drink;Excellent;52;7.12;5.11;f;t;16;12;4.89;3.73;10.4
314;Excellent Strawberry Drink;Excellent;52;9.26;7.26;f;t;22;10;16;5.25;14.1
315;Excellent Cream Soda;Excellent;19;15.5;14.5;f;f;29;12;18;7.06;4.09
316;Excellent Diet Soda;Excellent;19;7.28;5.28;t;f;22;9;16.8;4.27;21.6
317;Excellent Cola;Excellent;19;13.1;11.1;t;f;22;14;7.56;10.2;19.8
318;Excellent Diet Cola;Excellent;19;17.8;16.7;t;f;8;12;9.17;10.5;13.3
319;Excellent Orange Juice;Excellent;30;9.58;7.57;f;f;6;12;7.97;7.76;10.9
320;Excellent Cranberry Juice;Excellent;30;16.4;14.3;f;f;14;12;13.6;3.87;13.7
321;Excellent Apple Juice;Excellent;30;13.2;12.1;t;f;13;13;17.7;9.2;14.7
322;Excellent Apple Drink;Excellent;52;12.8;10.8;f;f;28;8;14;21.3;4.84
323;Best Oatmeal;Best;35;15.4;12.3;f;t;19;6;7.44;19.6;18.4
324;Best Corn Puffs;Best;35;7.43;5.42;f;f;13;9;19.9;8.22;22.8
325;Best Wheat Puffs;Best;35;19.1;18.1;t;f;29;7;19.3;20.4;8.52
326;Best Grits;Best;35;8.87;6.86;t;f;5;11;20.4;7.75;13.6
327;Better Canned Beets;Better;62;8.6;7.6;f;t;26;10;18.5;18.8;8.49
328;Better Creamed Corn;Better;62;11.6;10.6;t;f;26;9;4.6;5.99;19.4
329;Better Canned String Beans;Better;62;10.9;8.89;t;t;22;8;3.61;20.6;14
330;Better Chicken Soup;Better;58;7.47;5.46;f;f;8;7;19.9;16.2;11.9
331;Better Canned Yams;Better;62;15.9;13.8;f;f;22;14;3.51;13.7;18.7
332;Better Vegetable Soup;Better;58;9.36;7.35;f;f;25;8;22.8;21.3;7.64
333;Better Canned Tomatos;Better;62;17.9;16.8;f;t;33;14;5.86;12.2;9.37
334;Better Noodle Soup;Better;58;9;8;t;f;26;7;13.7;18.5;19
335;Better Regular Ramen Soup;Better;58;8.73;6.72;t;f;17;13;6.99;17.7;8.37
336;Better Chicken Noodle Soup;Better;58;13.1;11.1;t;f;2;10;19.9;3.92;3.89
337;Better Turkey Noodle Soup;Better;58;8.34;7.34;t;t;9;10;18.4;21.6;4.76
338;Better Beef Soup;Better;58;16.9;14.8;t;f;6;10;11.3;18;8.98
339;Better Canned Peas;Better;62;21.3;19.2;t;t;31;9;14.3;18.6;22
340;Better Chicken Ramen Soup;Better;58;16;13;t;t;6;12;20.5;5.21;15.5
341;Better Canned Tuna in Water;Better;93;21.7;19.7;f;f;19;6;22.9;19.2;3
342;Better Canned Tuna in Oil;Better;93;14.2;13.1;t;t;26;11;17.7;4.6;17.2
343;Better Large Canned Shrimp;Better;94;8.55;6.55;f;f;29;10;10.5;6.7;13.3
344;Better Fancy Canned Anchovies;Better;95;10.5;7.5;t;t;24;5;14;9.34;14.6
345;Better Fancy Canned Clams;Better;96;17.6;16.6;t;t;36;12;12;10.1;21.7
346;Better Fancy Canned Oysters;Better;97;15.6;12.6;f;f;30;8;12.9;18;4.3
347;Better Fancy Canned Sardines;Better;98;11.8;8.8;f;t;7;12;14.2;9.13;9.88
348;Better Rice Soup;Better;58;7.98;5.98;t;f;25;5;7.29;14.6;7.97
349;Swell Canned Mixed Fruit;Swell;3;8.62;7.61;f;t;3;7;5.14;16.2;12
350;Swell Canned Peaches;Swell;3;15.3;12.3;t;f;12;8;9.54;3.6;6.82
351;ADJ Rosy Sunglasses;ADJ;89;19.6;18.6;t;f;26;8;13.6;17.5;9.84
352;Black Tie Eyeglass Screwdriver;Black Tie;103;10.6;8.6;f;f;8;7;6.19;12.4;17.6
353;Black Tie City Map;Black Tie;102;8.78;7.77;t;f;1;14;17.1;16.7;3.26
354;Carlson Low Fat Cottage Cheese;Carlson;15;9.77;8.77;f;f;8;5;20.2;7.92;17.9
355;Carlson Low Fat Sour Cream;Carlson;14;12.2;11.1;f;f;17;7;22.2;20.3;14.4
356;Carlson Sour Cream;Carlson;14;8.79;5.78;t;f;33;6;7.61;17;19.9
357;Carlson Jack Cheese;Carlson;11;12.2;9.19;t;t;17;6;15.9;20.8;20.7
358;Carlson Muenster Cheese;Carlson;11;19.3;16.2;f;f;30;10;14.8;6.08;22.9
359;Carlson String Cheese;Carlson;11;20.9;18.8;t;f;16;6;15.2;7.58;19.2
360;Carlson Low Fat String Cheese;Carlson;11;9.8;6.8;t;t;20;10;20.4;4.85;22.1
361;Carlson Havarti Cheese;Carlson;11;14.1;12.1;t;f;15;12;14.7;13.2;22.6
362;Carlson Head Cheese;Carlson;11;10.8;9.8;f;f;26;9;18.3;9.91;13.1
363;Carlson Cheese Spread;Carlson;11;8.71;6.71;t;t;22;13;12.2;10.1;15.5
364;Carlson Sharp Cheddar Cheese;Carlson;11;17.1;15.1;f;f;7;10;17.1;9.87;7.25
365;Carlson Mild Cheddar Cheese;Carlson;11;11.9;9.89;t;f;29;5;21.6;16.4;5.76
366;Carlson Large Curd Cottage Cheese;Carlson;15;19.6;16.6;t;f;32;11;20.3;22.7;22.7
367;Carlson 2% Milk;Carlson;76;11.6;9.6;t;f;27;5;12.9;11.4;7.15
368;Carlson Buttermilk;Carlson;76;14.4;12.3;f;f;13;12;4.92;9.36;21.2
369;Carlson Chocolate Milk;Carlson;76;19.4;17.3;f;f;31;13;10;8.6;9.71
370;Carlson 1% Milk;Carlson;76;6.63;5.63;t;f;35;13;17.9;11.1;13.6
371;Carlson Whole Milk;Carlson;76;9.78;7.77;t;f;13;5;14.9;19.1;22.6
372;Carlson Strawberry Yogurt;Carlson;6;14.8;12.8;f;f;30;7;20;18.3;11
373;Carlson Blueberry Yogurt;Carlson;6;11.9;10.8;t;t;19;13;6.33;9.54;21.3
374;Moms Chicken Hot Dogs;Moms;81;11.3;10.3;t;f;32;6;13.7;18.6;18.4
375;Moms Pimento Loaf;Moms;91;18.4;17.3;t;f;27;13;11.5;10.5;10.5
376;Moms Beef Bologna;Moms;91;12.3;11.3;f;t;3;5;11.8;12.6;4.38
377;Moms Low Fat Bologna;Moms;91;18;17;f;f;7;12;3.03;14.3;6.97
378;Moms Turkey Hot Dogs;Moms;81;17.3;16.2;t;t;6;14;3.21;6.91;8.95
379;Moms Foot-Long Hot Dogs;Moms;81;16.2;14.2;t;f;34;6;18.9;11.5;3.68
380;Moms Low Fat Cole Slaw;Moms;16;21.4;19.3;t;t;6;7;17.7;22.1;18.9
381;Moms Cole Slaw;Moms;16;10.3;8.3;t;t;23;12;22.2;3.9;21.7
382;Moms Roasted Chicken;Moms;77;10.2;8.19;t;t;27;6;12.4;16.3;13.7
383;Moms Corned Beef;Moms;8;13.2;11.1;t;t;33;7;9.78;11.3;12.1
384;Moms Sliced Turkey;Moms;8;14.7;12.6;t;t;25;9;11.2;6.15;18.5
385;Moms Sliced Ham;Moms;8;11.3;9.3;f;f;5;9;16.6;22.8;3.99
386;Moms Potato Salad;Moms;16;16.9;13.8;t;t;15;10;14.4;9.91;19.5
387;Moms Sliced Chicken;Moms;8;17.7;16.7;t;f;14;8;19;21.3;13.6
388;Urban Small Brown Eggs;Urban;66;19.3;17.2;t;t;35;12;19.4;22.8;10
389;Urban Large Brown Eggs;Urban;66;14.1;12.1;f;f;27;10;14;3.86;6.05
390;Urban Small Eggs;Urban;66;10.3;8.3;t;f;34;9;5.77;7.19;19.1
391;Urban Large Eggs;Urban;66;9.21;7.21;f;f;9;7;22.5;5.17;3.87
392;Urban Egg Substitute;Urban;66;13;10;f;t;29;13;5.84;9.12;19.4
393;Big Time Low Fat Waffles;Big Time;34;21.5;19.5;t;f;14;9;10.6;8.88;11.1
394;Big Time Orange Popsicles;Big Time;110;10.4;7.39;t;f;13;12;5.83;11.7;16.5
395;Big Time Frozen Chicken Breast;Big Time;100;8.3;6.3;t;f;30;6;18.9;11.8;21.5
396;Big Time Frozen Pancakes;Big Time;29;16.3;14.2;t;f;25;10;11.4;20.4;5.92
397;Big Time Low Fat French Fries;Big Time;63;12;9;f;f;5;7;10.8;12.6;11.6
398;Big Time Frozen Sausage Pizza;Big Time;64;15.5;12.5;t;t;7;7;18.8;18.7;22.4
399;Big Time Blueberry Waffles;Big Time;34;10.2;8.19;f;f;29;7;15.1;19.7;13.4
400;Big Time Fajita French Fries;Big Time;63;9.57;8.56;t;f;34;10;15.8;18.9;20.4
401;Big Time Waffles;Big Time;34;13.9;11.8;f;f;30;8;20.1;21.7;18.4
402;Big Time Frozen Pepperoni Pizza;Big Time;64;9.16;7.15;t;t;8;5;7.49;11.6;11.8
403;Big Time Frozen Cheese Pizza;Big Time;64;13.6;11.6;t;t;33;6;9.78;16.6;4.85
404;Big Time Frozen Mushroom Pizza;Big Time;64;6.98;3.98;t;f;35;9;9.14;4.28;13.8
405;Big Time Apple Cinnamon Waffles;Big Time;34;19.6;17.6;f;f;33;12;13.3;7.65;9.24
406;Big Time Frozen Carrots;Big Time;60;20.7;18.7;f;f;1;8;22.8;4.74;20.6
407;Big Time Turkey TV Dinner;Big Time;10;6.35;5.34;f;t;34;9;13.2;20.6;14.5
408;Big Time Chicken TV Dinner;Big Time;10;15.7;14.6;t;t;19;6;11.5;14.9;13.4
409;Big Time Beef TV Dinner;Big Time;10;10.9;8.89;t;t;15;11;10;12.6;14.3
410;Big Time Pancake Mix;Big Time;28;19.8;18.7;f;t;8;7;7.9;19.1;13.4
411;Big Time Grape Popsicles;Big Time;110;8.25;7.25;t;t;33;6;10.9;19.7;6.45
412;Big Time Home Style French Fries;Big Time;63;18.9;15.8;t;t;14;12;17.1;6.28;19.9
413;Big Time Lime Popsicles;Big Time;110;18.4;17.3;t;f;28;6;14.2;12;4.55
414;Big Time Ice Cream;Big Time;9;19.9;16.8;t;t;3;12;12;19.9;16.3
415;Big Time Ice Cream Sandwich;Big Time;9;17.4;16.3;t;t;6;10;21.9;18.9;16.5
416;Big Time Frozen Cauliflower;Big Time;60;7.2;6.19;t;f;21;8;21.7;4.05;16.6
417;Big Time Frozen Broccoli;Big Time;60;14.2;12.1;t;f;4;9;19.7;4.82;3.76
418;Big Time Frozen Corn;Big Time;60;13.2;11.1;t;f;15;13;4.8;8.34;15.9
419;Big Time Frozen Peas;Big Time;60;8.5;6.5;f;f;10;9;22;3.84;11.8
420;Big Time Popsicles;Big Time;9;20.6;19.6;t;t;29;12;15;9.4;9.94
421;Big Time Frozen Chicken Thighs;Big Time;100;6.19;4.19;t;f;23;11;16.9;6.53;3.71
422;Big Time Frozen Chicken Wings;Big Time;100;7.87;5.86;f;t;33;12;16;5.8;15
423;Big Time Lemon Popsicles;Big Time;110;17.2;15.2;f;t;5;9;5.5;7.84;21.5
424;Steady Silky Smooth Hair Conditioner;Steady;78;9.65;7.64;t;f;14;7;21.1;17.6;10.7
425;Steady Tartar Control Toothpaste;Steady;39;9.18;6.18;f;f;29;7;18.9;20.9;20.9
426;Steady Whitening Toothpast;Steady;39;11.5;10.5;f;f;30;13;8.92;11;20.1
427;Steady Toothpaste;Steady;39;8.89;5.89;f;f;26;7;13.5;13;16
428;Steady Deodorant;Steady;39;8.43;7.43;f;f;6;7;11.3;16.3;6.18
429;Steady Conditioning Shampoo;Steady;79;12;10;t;f;7;13;21.2;6.71;4.93
430;Steady Extra Moisture Shampoo;Steady;79;11.5;8.5;t;f;32;12;19;10;15
431;Steady Angled Toothbrush;Steady;88;19.9;18.8;f;f;11;12;18.4;3.9;7.5
432;Steady Apricot Shampoo;Steady;79;11.3;9.3;f;f;13;9;13.7;22.1;10.2
433;Steady Childrens Aspirin;Steady;70;10.8;8.8;t;f;28;9;11.5;5.49;20.3
434;Steady Buffered Aspirin;Steady;70;19.1;18.1;f;f;17;8;10.8;19.3;12.7
435;Steady 200 MG Ibuprofen;Steady;71;11.8;9.8;t;f;18;6;6.09;17.8;14.9
436;Steady 200 MG Acetominifen;Steady;72;6.32;4.32;f;f;33;5;18.5;13;21.6
437;Steady HCL Nasal Spray;Steady;73;19.9;17.8;f;f;14;9;8.21;5.08;12.3
438;Steady Dishwasher Detergent;Steady;73;19.5;16.5;t;f;35;12;5.99;8.38;22.5
439;Steady Multi-Symptom Cold Remedy;Steady;75;21.8;20.7;t;f;1;10;15.9;18.5;21.8
440;Steady Childrens Cold Remedy;Steady;75;19.2;17.2;t;f;26;9;20.6;20.5;17.6
441;Steady Laundry Detergent;Steady;74;13.7;10.6;t;f;6;8;13.1;15.7;4.37
442;Steady Mint Mouthwash;Steady;74;21.1;20.1;f;f;8;6;8.4;14;7.08
443;Red Wing 60 Watt Lightbulb;Red Wing;80;20.6;18.6;t;f;29;10;6.18;17.3;17.2
444;Red Wing Plastic Forks;Red Wing;56;20.1;18.1;f;f;9;10;20.4;22.5;7.8
445;Red Wing Plastic Spoons;Red Wing;56;16.5;15.5;t;f;17;11;21;8.96;13.9
446;Red Wing Plastic Knives;Red Wing;56;11;9;f;f;31;10;13.4;4.14;20.6
447;Red Wing C-Size Batteries;Red Wing;101;19.4;17.3;t;f;15;6;12.8;18;13
448;Red Wing 100 Watt Lightbulb;Red Wing;80;15.8;14.8;f;f;23;7;13.4;4.44;19.2
449;Red Wing AAA-Size Batteries;Red Wing;101;10.3;8.3;t;f;9;10;5.9;19.6;5.93
450;Red Wing Paper Plates;Red Wing;55;18.9;17.8;f;f;18;10;10.2;3.56;13.2
451;Red Wing Paper Cups;Red Wing;55;13.4;11.3;t;f;25;11;22.7;18.7;19.9
452;Red Wing 75 Watt Lightbulb;Red Wing;80;11.1;8.1;f;f;5;11;3.26;5.32;5.54
453;Red Wing Toilet Bowl Cleaner;Red Wing;22;19.4;18.3;t;f;24;6;22.6;19.2;17.9
454;Red Wing Counter Cleaner;Red Wing;22;14;12;f;f;3;6;15;14.3;4.68
455;Red Wing Glass Cleaner;Red Wing;22;10.4;7.39;t;f;11;7;15.6;20.7;10.8
456;Red Wing 25 Watt Lightbulb;Red Wing;80;13.7;12.6;t;f;30;11;9.73;6.56;19.8
457;Red Wing AA-Size Batteries;Red Wing;101;13.2;11.1;t;f;10;11;7.51;9.86;9.95
458;Red Wing D-Size Batteries;Red Wing;101;16.8;14.7;t;f;10;9;17.4;20.1;8.7
459;Red Wing Paper Towels;Red Wing;18;16.4;15.3;f;f;31;12;15.2;3.49;18.8
460;Red Wing Soft Napkins;Red Wing;18;13.7;11.6;t;f;21;11;19.8;5.52;14.6
461;Red Wing Scented Tissue;Red Wing;18;16.1;13.1;f;f;23;8;9.86;15.6;13.9
462;Red Wing Toilet Paper;Red Wing;18;15.6;14.6;t;f;2;8;7.65;18.9;4.12
463;Red Wing Tissues;Red Wing;18;8.28;5.27;t;f;18;12;11.9;22.9;11.4
464;Red Wing Scented Toilet Tissue;Red Wing;18;15.6;14.6;t;f;20;9;7.28;21.1;14.1
465;Red Wing Room Freshener;Red Wing;20;15.2;13.1;f;f;35;9;5.06;4.5;4.26
466;Red Wing Frying Pan;Red Wing;40;8.79;5.78;f;f;23;8;4.36;18.5;16.1
467;Red Wing Copper Cleaner;Red Wing;87;8.33;7.32;t;f;3;7;22.1;21.8;6.3
468;Red Wing Bees Wax Candles;Red Wing;47;10.6;9.6;t;f;5;14;12.1;12;5.58
469;Red Wing Silver Cleaner;Red Wing;87;8.03;5.02;t;f;30;13;16.7;14;21.4
470;Red Wing Copper Pot Scrubber;Red Wing;86;7.57;5.57;t;f;15;7;14.5;17.3;11.5
471;Red Wing Economy Toilet Brush;Red Wing;85;9.93;7.93;f;f;17;14;4.55;7.5;10.8
472;Red Wing Scissors;Red Wing;41;9.47;8.47;t;f;10;12;22.3;10.8;20.9
473;Red Wing Large Sponge;Red Wing;42;14;12;f;f;24;12;21.8;4.17;15
474;Red Wing Screw Driver;Red Wing;41;21.3;19.2;t;f;26;10;17.1;22.4;17.7
475;Quick Extra Lean Hamburger;Quick;65;20.9;17.8;t;f;6;9;14.9;5.75;7.85
476;Quick Seasoned Hamburger;Quick;65;15.6;14.6;t;f;22;12;12.1;11.2;13.8
477;Dollar Monthly Sports Magazine;Dollar;104;19.1;18.1;t;f;7;12;20.4;15;14.6
478;Dollar Monthly Auto Magazine;Dollar;108;10.8;8.8;f;f;6;13;19.2;12.2;12.2
479;Dollar Monthly Computer Magazine;Dollar;107;16.4;14.3;t;f;14;13;4.95;8.2;15.5
480;Dollar Monthly Home Magazine;Dollar;105;13.2;12.1;f;f;13;13;9.06;13.5;16.5
481;Dollar Monthly Fashion Magazine;Dollar;106;14.1;12.1;t;f;33;12;5.31;5.9;6.13
482;Tell Tale Summer Squash;Tell Tale;61;18.7;16.7;f;t;25;14;6.92;6.21;19.6
483;Tell Tale Corn on the Cob;Tell Tale;61;13;10;t;f;3;10;20.8;21.6;5.86
484;Tell Tale Asparagus;Tell Tale;61;8.35;6.35;f;t;4;12;7.56;4.92;14.2
485;Tell Tale Sweet Peas;Tell Tale;61;14.5;12.5;f;t;23;11;19.6;21.1;21.6
486;Tell Tale New Potatos;Tell Tale;61;14.8;12.8;t;t;18;14;13.3;12.5;8.47
487;Tell Tale Beets;Tell Tale;61;9.09;6.09;f;t;5;7;18.5;20.3;19.5
488;Tell Tale Prepared Salad;Tell Tale;61;9.77;7.77;t;t;20;10;14.4;8.41;16.1
489;Tell Tale Onions;Tell Tale;61;16.4;13.3;t;t;12;12;8.95;10.2;8.48
490;Tell Tale Green Pepper;Tell Tale;61;13.4;11.3;f;t;24;6;7.33;13.6;21.2
491;Tell Tale Shitake Mushrooms;Tell Tale;61;19.6;18.6;t;f;14;13;20.7;12.1;13.7
492;Tell Tale Lettuce;Tell Tale;61;20.3;19.2;f;f;12;11;15.5;6.91;20.3
493;Tell Tale Elephant Garlic;Tell Tale;61;7.43;5.42;t;f;23;9;11.1;21.8;3.83
494;Tell Tale Red Pepper;Tell Tale;61;9.02;6.02;t;f;27;12;11.7;12.2;15.2
495;Tell Tale Garlic;Tell Tale;61;9.22;6.22;t;f;8;8;7.01;19.2;19.4
496;Tell Tale Potatos;Tell Tale;61;11.2;10.1;f;f;31;11;9.79;6.34;20.6
497;Tell Tale Cauliflower;Tell Tale;61;14.7;13.6;t;f;10;9;7.83;6.85;8.93
498;Tell Tale Tomatos;Tell Tale;61;11.9;10.8;t;t;28;12;4;3.58;21.7
499;Tell Tale Mushrooms;Tell Tale;61;13.9;11.8;t;f;28;12;16.8;5.12;20.4
500;Tell Tale Baby Onion;Tell Tale;61;17;14;f;t;11;12;22.6;14.4;21.4
501;Tell Tale Dried Mushrooms;Tell Tale;61;17.1;15.1;t;t;13;10;3.23;20;16.1
502;Tell Tale Fresh Lima Beans;Tell Tale;61;20.1;18.1;t;f;24;12;10.6;9.42;12
503;Tell Tale Squash;Tell Tale;61;21.2;20.2;f;t;31;7;19.8;13.1;11.1
504;Tell Tale Limes;Tell Tale;99;13.6;11.6;t;t;28;10;14.7;7.32;20.3
505;Tell Tale Firm Tofu;Tell Tale;67;18.1;16.1;f;f;30;7;17.5;19;18.3
506;Tell Tale Almonds;Tell Tale;1;11.5;8.5;t;f;3;8;15.2;6.59;12.2
507;Tell Tale Macintosh Apples;Tell Tale;99;20.4;18.3;t;f;14;9;22.3;3.04;13.8
508;Tell Tale Golden Delcious Apples;Tell Tale;99;13.9;11.8;t;t;22;11;20.2;19.5;22.8
509;Tell Tale Red Delcious Apples;Tell Tale;99;20.9;18.8;t;f;8;14;9.46;12.5;14.8
510;Tell Tale Lemons;Tell Tale;99;9.33;7.32;t;f;27;7;3.69;20.9;15.4
511;Tell Tale Fancy Plums;Tell Tale;99;21;19;f;t;31;6;3.31;22;16.1
512;Tell Tale Plums;Tell Tale;99;9.85;7.85;f;f;10;7;19.7;7.08;6.5
513;Tell Tale Peaches;Tell Tale;99;11;10;t;f;31;13;6.16;17.4;20.5
514;Tell Tale Broccoli;Tell Tale;61;20.9;17.8;t;t;35;11;6.63;8.38;9.31
515;Tell Tale Mandarin Oranges;Tell Tale;99;20.7;19.7;f;t;17;9;7.86;19.7;13.7
516;Tell Tale Mixed Nuts;Tell Tale;1;21.8;19.7;t;f;6;13;6.94;9.01;15.2
517;Tell Tale Canned Peanuts;Tell Tale;1;7.87;6.86;f;f;26;5;11.6;9.5;3.9
518;Tell Tale Sweet Onion;Tell Tale;61;13.5;11.5;f;t;19;7;12.6;16.8;8.99
519;Tell Tale Cantelope;Tell Tale;99;17.1;15.1;t;f;10;11;10.5;8.46;22.2
520;Tell Tale Honey Dew;Tell Tale;99;7.28;6.28;t;f;21;8;13.8;12.5;17.2
521;Tell Tale Fuji Apples;Tell Tale;99;8.48;6.47;t;f;17;7;20.9;18.4;11.2
522;Tell Tale Walnuts;Tell Tale;1;15.6;13.6;t;t;6;7;7.04;15.8;10.9
523;Tell Tale Oranges;Tell Tale;99;11.3;9.3;f;t;27;12;7.76;10.2;21.6
524;Tell Tale Tangerines;Tell Tale;99;13.8;11.8;f;f;16;13;4.57;13;22.6
525;Tell Tale Party Nuts;Tell Tale;1;11.3;9.3;f;t;30;14;12.8;11.9;7.77
526;Kiwi Lox;Kiwi;24;18.4;16.3;t;t;31;5;20.7;18.3;17.4
527;Kiwi Scallops;Kiwi;2;11.9;8.89;f;f;15;13;8.75;9.24;3.87
528;Fast Low Fat Cookies;Fast;45;6.59;4.59;t;t;8;13;16;9.16;7.4
529;Fast BBQ Potato Chips;Fast;12;17.7;15.7;f;t;9;9;14.5;6.88;8.27
530;Fast Corn Chips;Fast;12;9.41;6.4;t;f;24;11;3.38;7.67;22.7
531;Fast Low Fat BBQ Chips;Fast;12;16.9;14.8;f;t;21;8;3.6;5.14;19.8
532;Fast Sugar Cookies;Fast;45;21.7;18.7;t;f;15;14;16.8;9.92;20.6
533;Fast Chocolate Chip Cookies;Fast;45;20.1;17.1;f;f;12;10;9.95;20;15.4
534;Fast Fudge Cookies;Fast;45;12.6;10.6;f;t;26;5;4.69;5.39;9.71
535;Fast Fudge Brownies;Fast;45;7.92;6.92;t;t;4;12;21.5;3.1;15.5
536;Fast Potato Chips;Fast;12;21.8;20.7;t;f;20;10;3.81;13.2;3.1
537;Fast Lemon Cookies;Fast;45;20.7;18.7;t;f;3;11;19.3;8.98;22.8
538;Fast Graham Crackers;Fast;45;20.9;18.8;t;t;13;6;4.29;12.6;14.5
539;Fast Cheese Crackers;Fast;82;8.42;6.42;t;f;21;14;4;13.2;17.8
540;Fast Buttered Popcorn;Fast;54;12.3;11.3;t;t;26;14;14.5;13.7;8.48
541;Fast No Salt Popcorn;Fast;54;13;10;t;f;13;9;21.4;20.7;17.6
542;Fast Low Fat Popcorn;Fast;54;6.84;3.84;f;t;35;12;3.07;5.03;16.4
543;Fast Salsa Dip;Fast;83;8.05;6.05;f;f;30;6;10;22;15.4
544;Fast Avocado Dip;Fast;83;16.1;14.1;t;f;12;9;20.7;21.7;9.83
545;Fast Salted Pretzels;Fast;46;19.1;16.1;t;t;35;8;18.2;5.58;3.27
546;Fast Cheese Dip;Fast;83;14.7;12.6;f;f;30;9;20.6;4.52;6.4
547;Fast Fondue Mix;Fast;83;9.02;7.02;t;f;15;10;14.5;19.9;12.5
548;Fast Mini Donuts;Fast;84;8.39;5.39;t;t;34;13;22.5;15.7;14.6
549;Fast Beef Jerky;Fast;17;10.5;9.5;t;f;34;10;13.3;19.4;8.37
550;Fast Chocolate Donuts;Fast;84;10.7;8.69;f;f;30;13;7.09;10.8;15.1
551;Fast Low Fat Chips;Fast;12;7.87;5.86;t;f;6;12;13.5;10.9;20.4
552;Fast Sesame Crackers;Fast;82;18.6;16.6;t;t;25;11;10.9;9.83;18.8
553;Fast Frosted Cookies;Fast;45;7.41;5.4;f;f;24;11;17.3;20.4;11.7
554;Fast Dried Apples;Fast;109;13.1;12.1;t;f;34;6;17.3;14.4;6.85
555;Fast Apple Fruit Roll;Fast;109;19.3;18.2;t;f;18;14;10.6;12.9;19.2
556;Fast Strawberry Fruit Roll;Fast;109;11.3;8.3;t;f;24;10;3.95;17.1;3.67
557;Fast Raspberry Fruit Roll;Fast;109;18.4;15.3;f;f;18;10;20.8;4.53;20.8
558;Fast Grape Fruit Roll;Fast;109;15;13;f;t;21;13;16;6.79;8.77
559;Fast Dried Dates;Fast;109;19.9;17.8;f;t;20;7;20.7;17.3;6.64
560;Fast Raisins;Fast;109;15;12;f;t;5;12;6.55;7.06;5.45
561;Fast Golden Raisins;Fast;109;15.7;13.6;t;t;9;9;12.4;20.7;4.61
562;Fast Dried Apricots;Fast;109;17.8;15.7;f;f;21;10;13.8;5.58;20.8
563;Fast Frosted Donuts;Fast;84;19.9;18.8;f;t;31;9;6.76;7.11;19.5
564;Atomic Tasty Candy Bar;Atomic;36;17.9;15.8;t;t;9;13;7.18;8.35;17
565;Atomic Mint Chocolate Bar;Atomic;36;10.9;9.89;t;f;9;11;12.9;22.5;13.6
566;Atomic Malted Milk Balls;Atomic;36;13.9;10.8;f;f;20;13;20.3;11.9;9.61
567;Atomic Semi-Sweet Chocolate Bar;Atomic;36;15.9;13.8;t;t;35;13;4.46;5.77;13.2
568;Atomic Bubble Gum;Atomic;37;11.2;8.19;f;t;18;13;11.5;6.82;11.6
569;Atomic Spicy Mints;Atomic;38;7.79;5.78;t;t;33;13;16.9;3.52;17
